task,model_type,model_name,model_path,noise_type,input_variant,evaluation_scope,num_eval_samples,accuracy,macro_f1,weighted_f1
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,noisy,full,3166,0.7994314592545799,0.6814335966129226,0.8104212648443994
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,normalized,full,3166,0.8471257106759318,0.7314530461712001,0.8503321034087025
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,noisy,changed_only,3135,0.7996810207336523,0.6802558403369654,0.8111851568006929
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,normalized,changed_only,3135,0.8478468899521531,0.7305850852876085,0.8513684119389674
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,noisy,full,3166,0.3297536323436513,0.2613589496179329,0.40645484637396606
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,normalized,full,3166,0.5824384080859129,0.48998774904033765,0.6388907114949599
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,noisy,changed_only,3162,0.32922201138519924,0.2608501226606441,0.4063762450243799
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,normalized,changed_only,3162,0.5822264389626819,0.48917002130979165,0.6389943633295694
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,noisy,full,3166,0.8600758054327227,0.7538346325281163,0.8615333934204283
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,normalized,full,3166,0.8584965255843335,0.7509224329491841,0.8598470959343006
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,noisy,changed_only,1541,0.8572355613238157,0.7589946316862335,0.8606621272785894
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,normalized,changed_only,1541,0.853990914990266,0.7520381663140483,0.8570488426803952
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,noisy,full,3166,0.8291219204042957,0.7166286523540413,0.8355961141611622
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,normalized,full,3166,0.8307012002526848,0.7207702113004695,0.8373422117918453
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,noisy,changed_only,3074,0.8311646063760573,0.7124039636350199,0.8389305451468465
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,normalized,changed_only,3074,0.8327911515940143,0.7168708990735255,0.8407149479049866
