task,model_type,model_name,noise_type,evaluation_scope,true_label,pred_label,num_errors
topic,phobert,phobert_base,teencode_colloquial,changed_only,others,training_program,18
topic,phobert,phobert_base,teencode_colloquial,full,training_program,others,16
topic,phobert,phobert_base,teencode_colloquial,changed_only,training_program,others,11
topic,phobert,phobert_base,teencode_colloquial,changed_only,lecturer,others,9
topic,phobert,phobert_base,teencode_colloquial,full,training_program,facility,7
topic,phobert,phobert_base,teencode_colloquial,full,facility,lecturer,6
topic,phobert,phobert_base,teencode_colloquial,full,lecturer,facility,6
topic,phobert,phobert_base,teencode_colloquial,changed_only,lecturer,facility,4
topic,phobert,phobert_base,teencode_colloquial,changed_only,training_program,facility,3
topic,phobert,phobert_base,teencode_colloquial,full,facility,training_program,3
topic,phobert,phobert_base,teencode_colloquial,changed_only,facility,training_program,2
topic,phobert,phobert_base,teencode_colloquial,full,others,facility,2
topic,phobert,phobert_base,teencode_colloquial,changed_only,facility,lecturer,1
topic,phobert,phobert_base,teencode_colloquial,changed_only,others,facility,1
topic,phobert,phobert_base,typo,changed_only,lecturer,training_program,131
topic,phobert,phobert_base,typo,full,lecturer,training_program,131
topic,phobert,phobert_base,typo,full,training_program,lecturer,107
topic,phobert,phobert_base,typo,changed_only,training_program,lecturer,103
topic,phobert,phobert_base,typo,full,others,lecturer,51
topic,phobert,phobert_base,typo,changed_only,others,lecturer,43
topic,phobert,phobert_base,typo,full,lecturer,others,41
topic,phobert,phobert_base,typo,changed_only,lecturer,others,39
topic,phobert,phobert_base,typo,full,others,training_program,31
topic,phobert,phobert_base,typo,changed_only,others,training_program,29
topic,phobert,phobert_base,typo,full,training_program,others,25
topic,phobert,phobert_base,typo,changed_only,training_program,others,24
topic,phobert,phobert_base,typo,changed_only,lecturer,facility,10
topic,phobert,phobert_base,typo,full,lecturer,facility,10
topic,phobert,phobert_base,typo,changed_only,training_program,facility,7
topic,phobert,phobert_base,typo,full,training_program,facility,7
topic,phobert,phobert_base,typo,changed_only,facility,training_program,6
topic,phobert,phobert_base,typo,full,facility,training_program,6
topic,phobert,phobert_base,typo,changed_only,facility,lecturer,4
topic,phobert,phobert_base,typo,full,facility,lecturer,4
topic,phobert,phobert_base,typo,changed_only,others,facility,3
topic,phobert,phobert_base,typo,full,others,facility,3
topic,baseline,tfidf_char_svm,clean,full,lecturer,training_program,196
topic,baseline,tfidf_char_svm,clean,full,training_program,lecturer,100
topic,baseline,tfidf_char_svm,clean,full,lecturer,others,78
topic,baseline,tfidf_char_svm,clean,full,training_program,others,51
topic,baseline,tfidf_char_svm,clean,full,others,training_program,37
topic,baseline,tfidf_char_svm,clean,full,others,lecturer,34
topic,baseline,tfidf_char_svm,clean,full,lecturer,facility,12
topic,baseline,tfidf_char_svm,clean,full,training_program,facility,7
topic,baseline,tfidf_char_svm,clean,full,facility,training_program,5
topic,baseline,tfidf_char_svm,clean,full,facility,lecturer,4
topic,baseline,tfidf_char_svm,clean,full,facility,others,3
topic,baseline,tfidf_char_svm,clean,full,others,facility,3
topic,baseline,tfidf_char_svm,domain_abbreviation,full,lecturer,training_program,215
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,lecturer,training_program,127
topic,baseline,tfidf_char_svm,domain_abbreviation,full,lecturer,others,121
topic,baseline,tfidf_char_svm,domain_abbreviation,full,training_program,lecturer,119
topic,baseline,tfidf_char_svm,domain_abbreviation,full,training_program,others,94
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,training_program,lecturer,75
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,lecturer,others,56
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,training_program,others,56
topic,baseline,tfidf_char_svm,domain_abbreviation,full,others,training_program,36
topic,baseline,tfidf_char_svm,domain_abbreviation,full,others,lecturer,33
topic,baseline,tfidf_char_svm,domain_abbreviation,full,lecturer,facility,13
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,others,training_program,11
topic,baseline,tfidf_char_svm,domain_abbreviation,full,facility,others,11
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,facility,others,9
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,others,lecturer,9
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,lecturer,facility,7
topic,baseline,tfidf_char_svm,domain_abbreviation,full,facility,training_program,7
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,facility,training_program,6
topic,baseline,tfidf_char_svm,domain_abbreviation,full,facility,lecturer,6
topic,baseline,tfidf_char_svm,domain_abbreviation,full,training_program,facility,6
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,facility,lecturer,3
topic,baseline,tfidf_char_svm,domain_abbreviation,full,others,facility,3
topic,baseline,tfidf_char_svm,domain_abbreviation,changed_only,training_program,facility,2
topic,baseline,tfidf_char_svm,elongation,changed_only,lecturer,training_program,209
topic,baseline,tfidf_char_svm,elongation,full,lecturer,training_program,209
topic,baseline,tfidf_char_svm,elongation,changed_only,training_program,lecturer,96
topic,baseline,tfidf_char_svm,elongation,full,training_program,lecturer,96
topic,baseline,tfidf_char_svm,elongation,changed_only,lecturer,others,93
topic,baseline,tfidf_char_svm,elongation,full,lecturer,others,93
topic,baseline,tfidf_char_svm,elongation,changed_only,training_program,others,50
topic,baseline,tfidf_char_svm,elongation,full,training_program,others,50
topic,baseline,tfidf_char_svm,elongation,changed_only,others,training_program,38
topic,baseline,tfidf_char_svm,elongation,full,others,training_program,38
topic,baseline,tfidf_char_svm,elongation,full,others,lecturer,32
topic,baseline,tfidf_char_svm,elongation,changed_only,others,lecturer,31
topic,baseline,tfidf_char_svm,elongation,changed_only,lecturer,facility,10
topic,baseline,tfidf_char_svm,elongation,full,lecturer,facility,10
topic,baseline,tfidf_char_svm,elongation,changed_only,training_program,facility,7
topic,baseline,tfidf_char_svm,elongation,full,training_program,facility,7
topic,baseline,tfidf_char_svm,elongation,changed_only,facility,lecturer,4
topic,baseline,tfidf_char_svm,elongation,changed_only,facility,others,4
topic,baseline,tfidf_char_svm,elongation,changed_only,facility,training_program,4
topic,baseline,tfidf_char_svm,elongation,full,facility,lecturer,4
topic,baseline,tfidf_char_svm,elongation,full,facility,others,4
topic,baseline,tfidf_char_svm,elongation,full,facility,training_program,4
topic,baseline,tfidf_char_svm,elongation,changed_only,others,facility,3
topic,baseline,tfidf_char_svm,elongation,full,others,facility,3
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,lecturer,training_program,258
topic,baseline,tfidf_char_svm,mixed_noise,full,lecturer,training_program,258
topic,baseline,tfidf_char_svm,mixed_noise,full,lecturer,others,145
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,lecturer,others,142
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,training_program,lecturer,114
topic,baseline,tfidf_char_svm,mixed_noise,full,training_program,lecturer,114
topic,baseline,tfidf_char_svm,mixed_noise,full,training_program,others,100
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,training_program,others,98
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,others,training_program,35
topic,baseline,tfidf_char_svm,mixed_noise,full,others,lecturer,35
topic,baseline,tfidf_char_svm,mixed_noise,full,others,training_program,35
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,others,lecturer,32
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,lecturer,facility,16
topic,baseline,tfidf_char_svm,mixed_noise,full,lecturer,facility,16
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,facility,others,11
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,facility,training_program,11
topic,baseline,tfidf_char_svm,mixed_noise,full,facility,others,11
topic,baseline,tfidf_char_svm,mixed_noise,full,facility,training_program,11
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,facility,lecturer,6
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,training_program,facility,6
topic,baseline,tfidf_char_svm,mixed_noise,full,facility,lecturer,6
topic,baseline,tfidf_char_svm,mixed_noise,full,training_program,facility,6
topic,baseline,tfidf_char_svm,mixed_noise,full,others,facility,2
topic,baseline,tfidf_char_svm,mixed_noise,changed_only,others,facility,1
topic,baseline,tfidf_char_svm,no_accent,full,lecturer,others,834
topic,baseline,tfidf_char_svm,no_accent,changed_only,lecturer,others,832
topic,baseline,tfidf_char_svm,no_accent,changed_only,lecturer,training_program,345
topic,baseline,tfidf_char_svm,no_accent,full,lecturer,training_program,345
topic,baseline,tfidf_char_svm,no_accent,changed_only,training_program,lecturer,218
topic,baseline,tfidf_char_svm,no_accent,full,training_program,lecturer,218
topic,baseline,tfidf_char_svm,no_accent,changed_only,training_program,others,196
topic,baseline,tfidf_char_svm,no_accent,full,training_program,others,196
topic,baseline,tfidf_char_svm,no_accent,changed_only,facility,lecturer,64
topic,baseline,tfidf_char_svm,no_accent,full,facility,lecturer,64
topic,baseline,tfidf_char_svm,no_accent,changed_only,facility,others,42
topic,baseline,tfidf_char_svm,no_accent,full,facility,others,42
topic,baseline,tfidf_char_svm,no_accent,changed_only,others,lecturer,38
topic,baseline,tfidf_char_svm,no_accent,full,others,lecturer,38
topic,baseline,tfidf_char_svm,no_accent,changed_only,others,training_program,36
topic,baseline,tfidf_char_svm,no_accent,full,others,training_program,36
topic,baseline,tfidf_char_svm,no_accent,changed_only,lecturer,facility,31
topic,baseline,tfidf_char_svm,no_accent,full,lecturer,facility,31
topic,baseline,tfidf_char_svm,no_accent,changed_only,training_program,facility,21
topic,baseline,tfidf_char_svm,no_accent,full,training_program,facility,21
topic,baseline,tfidf_char_svm,no_accent,changed_only,facility,training_program,18
topic,baseline,tfidf_char_svm,no_accent,full,facility,training_program,18
topic,baseline,tfidf_char_svm,no_accent,changed_only,others,facility,2
topic,baseline,tfidf_char_svm,no_accent,full,others,facility,2
topic,baseline,tfidf_char_svm,teencode_colloquial,full,lecturer,training_program,191
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,lecturer,training_program,109
topic,baseline,tfidf_char_svm,teencode_colloquial,full,training_program,lecturer,105
topic,baseline,tfidf_char_svm,teencode_colloquial,full,lecturer,others,76
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,training_program,lecturer,51
topic,baseline,tfidf_char_svm,teencode_colloquial,full,training_program,others,49
topic,baseline,tfidf_char_svm,teencode_colloquial,full,others,lecturer,36
topic,baseline,tfidf_char_svm,teencode_colloquial,full,others,training_program,36
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,lecturer,others,35
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,training_program,others,25
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,others,lecturer,13
topic,baseline,tfidf_char_svm,teencode_colloquial,full,lecturer,facility,12
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,others,training_program,11
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,lecturer,facility,8
topic,baseline,tfidf_char_svm,teencode_colloquial,full,training_program,facility,8
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,training_program,facility,6
topic,baseline,tfidf_char_svm,teencode_colloquial,full,facility,training_program,5
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,facility,training_program,4
topic,baseline,tfidf_char_svm,teencode_colloquial,full,facility,lecturer,4
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,facility,lecturer,3
topic,baseline,tfidf_char_svm,teencode_colloquial,full,facility,others,3
topic,baseline,tfidf_char_svm,teencode_colloquial,full,others,facility,3
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,facility,others,2
topic,baseline,tfidf_char_svm,teencode_colloquial,changed_only,others,facility,2
topic,baseline,tfidf_char_svm,typo,full,lecturer,training_program,258
topic,baseline,tfidf_char_svm,typo,changed_only,lecturer,training_program,255
topic,baseline,tfidf_char_svm,typo,full,lecturer,others,142
topic,baseline,tfidf_char_svm,typo,changed_only,lecturer,others,138
topic,baseline,tfidf_char_svm,typo,full,training_program,lecturer,99
topic,baseline,tfidf_char_svm,typo,changed_only,training_program,lecturer,98
topic,baseline,tfidf_char_svm,typo,full,training_program,others,63
topic,baseline,tfidf_char_svm,typo,changed_only,training_program,others,60
topic,baseline,tfidf_char_svm,typo,full,others,training_program,39
topic,baseline,tfidf_char_svm,typo,changed_only,others,training_program,35
topic,baseline,tfidf_char_svm,typo,full,others,lecturer,35
topic,baseline,tfidf_char_svm,typo,changed_only,others,lecturer,29
topic,baseline,tfidf_char_svm,typo,changed_only,lecturer,facility,14
topic,baseline,tfidf_char_svm,typo,full,lecturer,facility,14
topic,baseline,tfidf_char_svm,typo,changed_only,facility,training_program,10
topic,baseline,tfidf_char_svm,typo,full,facility,training_program,10
topic,baseline,tfidf_char_svm,typo,changed_only,training_program,facility,9
topic,baseline,tfidf_char_svm,typo,full,training_program,facility,9
topic,baseline,tfidf_char_svm,typo,changed_only,facility,lecturer,8
topic,baseline,tfidf_char_svm,typo,full,facility,lecturer,8
topic,baseline,tfidf_char_svm,typo,changed_only,facility,others,4
topic,baseline,tfidf_char_svm,typo,full,facility,others,4
topic,baseline,tfidf_char_svm,typo,full,others,facility,2
topic,baseline,tfidf_char_svm,typo,changed_only,others,facility,1
topic,baseline,tfidf_word_svm,clean,full,lecturer,training_program,162
topic,baseline,tfidf_word_svm,clean,full,training_program,lecturer,101
topic,baseline,tfidf_word_svm,clean,full,others,training_program,45
topic,baseline,tfidf_word_svm,clean,full,lecturer,others,44
topic,baseline,tfidf_word_svm,clean,full,others,lecturer,43
topic,baseline,tfidf_word_svm,clean,full,training_program,others,28
topic,baseline,tfidf_word_svm,clean,full,facility,training_program,7
topic,baseline,tfidf_word_svm,clean,full,lecturer,facility,7
topic,baseline,tfidf_word_svm,clean,full,training_program,facility,4
topic,baseline,tfidf_word_svm,clean,full,others,facility,3
topic,baseline,tfidf_word_svm,clean,full,facility,lecturer,2
topic,baseline,tfidf_word_svm,clean,full,facility,others,2
topic,baseline,tfidf_word_svm,domain_abbreviation,full,lecturer,training_program,179
topic,baseline,tfidf_word_svm,domain_abbreviation,full,training_program,lecturer,130
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,lecturer,training_program,104
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,training_program,lecturer,87
topic,baseline,tfidf_word_svm,domain_abbreviation,full,lecturer,others,75
topic,baseline,tfidf_word_svm,domain_abbreviation,full,training_program,others,47
topic,baseline,tfidf_word_svm,domain_abbreviation,full,others,lecturer,42
topic,baseline,tfidf_word_svm,domain_abbreviation,full,others,training_program,42
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,lecturer,others,34
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,training_program,others,27
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,others,lecturer,10
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,others,training_program,9
topic,baseline,tfidf_word_svm,domain_abbreviation,full,lecturer,facility,9
topic,baseline,tfidf_word_svm,domain_abbreviation,full,facility,training_program,8
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,facility,training_program,6
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,lecturer,facility,6
topic,baseline,tfidf_word_svm,domain_abbreviation,full,facility,others,6
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,facility,others,5
topic,baseline,tfidf_word_svm,domain_abbreviation,full,facility,lecturer,4
topic,baseline,tfidf_word_svm,domain_abbreviation,full,training_program,facility,4
topic,baseline,tfidf_word_svm,domain_abbreviation,full,others,facility,3
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,facility,lecturer,2
topic,baseline,tfidf_word_svm,domain_abbreviation,changed_only,training_program,facility,1
topic,baseline,tfidf_word_svm,elongation,changed_only,lecturer,training_program,187
topic,baseline,tfidf_word_svm,elongation,full,lecturer,training_program,187
topic,baseline,tfidf_word_svm,elongation,changed_only,training_program,lecturer,104
topic,baseline,tfidf_word_svm,elongation,full,training_program,lecturer,104
topic,baseline,tfidf_word_svm,elongation,changed_only,lecturer,others,64
topic,baseline,tfidf_word_svm,elongation,full,lecturer,others,64
topic,baseline,tfidf_word_svm,elongation,changed_only,others,training_program,44
topic,baseline,tfidf_word_svm,elongation,full,others,training_program,44
topic,baseline,tfidf_word_svm,elongation,full,others,lecturer,42
topic,baseline,tfidf_word_svm,elongation,changed_only,others,lecturer,41
topic,baseline,tfidf_word_svm,elongation,changed_only,training_program,others,35
topic,baseline,tfidf_word_svm,elongation,full,training_program,others,35
topic,baseline,tfidf_word_svm,elongation,changed_only,facility,training_program,8
topic,baseline,tfidf_word_svm,elongation,full,facility,training_program,8
topic,baseline,tfidf_word_svm,elongation,changed_only,lecturer,facility,7
topic,baseline,tfidf_word_svm,elongation,full,lecturer,facility,7
topic,baseline,tfidf_word_svm,elongation,changed_only,training_program,facility,5
topic,baseline,tfidf_word_svm,elongation,full,training_program,facility,5
topic,baseline,tfidf_word_svm,elongation,changed_only,facility,lecturer,4
topic,baseline,tfidf_word_svm,elongation,changed_only,facility,others,4
topic,baseline,tfidf_word_svm,elongation,changed_only,others,facility,4
topic,baseline,tfidf_word_svm,elongation,full,facility,lecturer,4
topic,baseline,tfidf_word_svm,elongation,full,facility,others,4
topic,baseline,tfidf_word_svm,elongation,full,others,facility,4
topic,baseline,tfidf_word_svm,mixed_noise,full,lecturer,training_program,214
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,lecturer,training_program,213
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,training_program,lecturer,126
topic,baseline,tfidf_word_svm,mixed_noise,full,training_program,lecturer,126
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,lecturer,others,112
topic,baseline,tfidf_word_svm,mixed_noise,full,lecturer,others,112
topic,baseline,tfidf_word_svm,mixed_noise,full,training_program,others,60
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,training_program,others,59
topic,baseline,tfidf_word_svm,mixed_noise,full,others,training_program,44
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,others,training_program,43
topic,baseline,tfidf_word_svm,mixed_noise,full,others,lecturer,37
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,others,lecturer,34
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,lecturer,facility,11
topic,baseline,tfidf_word_svm,mixed_noise,full,lecturer,facility,11
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,facility,training_program,10
topic,baseline,tfidf_word_svm,mixed_noise,full,facility,training_program,10
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,facility,others,7
topic,baseline,tfidf_word_svm,mixed_noise,full,facility,others,7
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,facility,lecturer,6
topic,baseline,tfidf_word_svm,mixed_noise,full,facility,lecturer,6
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,training_program,facility,5
topic,baseline,tfidf_word_svm,mixed_noise,full,training_program,facility,5
topic,baseline,tfidf_word_svm,mixed_noise,full,others,facility,3
topic,baseline,tfidf_word_svm,mixed_noise,changed_only,others,facility,2
topic,baseline,tfidf_word_svm,no_accent,full,lecturer,others,1257
topic,baseline,tfidf_word_svm,no_accent,changed_only,lecturer,others,1256
topic,baseline,tfidf_word_svm,no_accent,changed_only,training_program,others,257
topic,baseline,tfidf_word_svm,no_accent,full,training_program,others,257
topic,baseline,tfidf_word_svm,no_accent,changed_only,lecturer,training_program,253
topic,baseline,tfidf_word_svm,no_accent,full,lecturer,training_program,253
topic,baseline,tfidf_word_svm,no_accent,changed_only,training_program,lecturer,157
topic,baseline,tfidf_word_svm,no_accent,full,training_program,lecturer,157
topic,baseline,tfidf_word_svm,no_accent,changed_only,facility,others,71
topic,baseline,tfidf_word_svm,no_accent,full,facility,others,71
topic,baseline,tfidf_word_svm,no_accent,changed_only,facility,lecturer,43
topic,baseline,tfidf_word_svm,no_accent,full,facility,lecturer,43
topic,baseline,tfidf_word_svm,no_accent,changed_only,others,training_program,28
topic,baseline,tfidf_word_svm,no_accent,full,others,training_program,28
topic,baseline,tfidf_word_svm,no_accent,changed_only,others,lecturer,22
topic,baseline,tfidf_word_svm,no_accent,full,others,lecturer,22
topic,baseline,tfidf_word_svm,no_accent,changed_only,facility,training_program,17
topic,baseline,tfidf_word_svm,no_accent,full,facility,training_program,17
topic,baseline,tfidf_word_svm,no_accent,changed_only,lecturer,facility,12
topic,baseline,tfidf_word_svm,no_accent,full,lecturer,facility,12
topic,baseline,tfidf_word_svm,no_accent,changed_only,training_program,facility,3
topic,baseline,tfidf_word_svm,no_accent,full,training_program,facility,3
topic,baseline,tfidf_word_svm,no_accent,changed_only,others,facility,2
topic,baseline,tfidf_word_svm,no_accent,full,others,facility,2
topic,baseline,tfidf_word_svm,teencode_colloquial,full,lecturer,training_program,173
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,lecturer,training_program,99
topic,baseline,tfidf_word_svm,teencode_colloquial,full,training_program,lecturer,91
topic,baseline,tfidf_word_svm,teencode_colloquial,full,others,training_program,48
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,training_program,lecturer,43
topic,baseline,tfidf_word_svm,teencode_colloquial,full,others,lecturer,43
topic,baseline,tfidf_word_svm,teencode_colloquial,full,lecturer,others,39
topic,baseline,tfidf_word_svm,teencode_colloquial,full,training_program,others,26
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,others,training_program,18
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,lecturer,others,16
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,others,lecturer,16
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,training_program,others,14
topic,baseline,tfidf_word_svm,teencode_colloquial,full,facility,training_program,7
topic,baseline,tfidf_word_svm,teencode_colloquial,full,lecturer,facility,6
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,facility,training_program,4
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,lecturer,facility,4
topic,baseline,tfidf_word_svm,teencode_colloquial,full,training_program,facility,4
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,training_program,facility,3
topic,baseline,tfidf_word_svm,teencode_colloquial,full,facility,lecturer,2
topic,baseline,tfidf_word_svm,teencode_colloquial,full,facility,others,2
topic,baseline,tfidf_word_svm,teencode_colloquial,full,others,facility,2
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,facility,lecturer,1
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,facility,others,1
topic,baseline,tfidf_word_svm,teencode_colloquial,changed_only,others,facility,1
topic,baseline,tfidf_word_svm,typo,full,lecturer,training_program,196
topic,baseline,tfidf_word_svm,typo,changed_only,lecturer,training_program,193
topic,baseline,tfidf_word_svm,typo,full,training_program,lecturer,105
topic,baseline,tfidf_word_svm,typo,changed_only,training_program,lecturer,102
topic,baseline,tfidf_word_svm,typo,changed_only,lecturer,others,88
topic,baseline,tfidf_word_svm,typo,full,lecturer,others,88
topic,baseline,tfidf_word_svm,typo,full,others,training_program,43
topic,baseline,tfidf_word_svm,typo,full,others,lecturer,42
topic,baseline,tfidf_word_svm,typo,changed_only,others,training_program,36
topic,baseline,tfidf_word_svm,typo,changed_only,others,lecturer,35
topic,baseline,tfidf_word_svm,typo,full,training_program,others,32
topic,baseline,tfidf_word_svm,typo,changed_only,training_program,others,31
topic,baseline,tfidf_word_svm,typo,changed_only,facility,training_program,13
topic,baseline,tfidf_word_svm,typo,full,facility,training_program,13
topic,baseline,tfidf_word_svm,typo,changed_only,lecturer,facility,8
topic,baseline,tfidf_word_svm,typo,full,lecturer,facility,8
topic,baseline,tfidf_word_svm,typo,changed_only,facility,lecturer,4
topic,baseline,tfidf_word_svm,typo,changed_only,training_program,facility,4
topic,baseline,tfidf_word_svm,typo,full,facility,lecturer,4
topic,baseline,tfidf_word_svm,typo,full,training_program,facility,4
topic,baseline,tfidf_word_svm,typo,changed_only,facility,others,3
topic,baseline,tfidf_word_svm,typo,full,facility,others,3
topic,baseline,tfidf_word_svm,typo,full,others,facility,3
topic,baseline,tfidf_word_svm,typo,changed_only,others,facility,2
